user,label,num_classes,duration,order,size,accuracy,bal_acc,precision,recall,f1_score_macro,f1_score_micro
9,attention,5,15.531593322753906,5,251940,0.2257832011319115,0.17199336991681075,0.17052564366769946,0.16202028256403783,0.155672874400284,0.2257832011319115
9,interest,5,15.916890859603882,5,251940,0.16670971949566304,0.1523006682099452,0.14281802788554548,0.13956546477156806,0.1300001653441464,0.16670971949566304
9,effort,5,15.880663871765137,5,251940,0.359988314912488,0.23145679516686232,0.18110806344116973,0.1913071181163482,0.16788619028308047,0.359988314912488
10,attention,4,3.2526211738586426,5,35673,0.10125300575749747,0.1360686978491554,0.1876418842584965,0.11066225136449633,0.07580734366280131,0.10125300575749747
10,interest,4,3.182050943374634,5,35673,0.1728418929518291,0.13760658595748398,0.2487677546636343,0.0952215613526034,0.11620257120885902,0.17284189295182908
10,effort,4,3.1925854682922363,5,35673,0.24450121329893895,0.2575147018629948,0.2209852345396694,0.17217343506246321,0.16325488027631782,0.24450121329893895
11,attention,5,6.360437393188477,5,82768,0.07313143322106166,0.08138121466488824,0.1838689725377983,0.06417525401999283,0.06800005988427868,0.07313143322106166
11,interest,5,6.201571702957153,5,82768,0.12328984434239758,0.14736703029568268,0.12100694058089756,0.10401673085398473,0.09425710776695564,0.12328984434239758
11,effort,5,5.978671312332153,5,82768,0.24975422705819522,0.25752669163918396,0.2542661479401499,0.2016003559304092,0.1919588438969251,0.24975422705819522
12,attention,2,0.599724531173706,5,11120,0.5854472408894488,0.49252529963070757,0.4756108026188697,0.4520399867316015,0.4392533331990015,0.5854472408894488
12,interest,4,1.962395191192627,5,11120,0.30202057198499244,0.2674449754656714,0.2520682305312647,0.12061519319023642,0.14768434967851468,0.30202057198499244
12,effort,4,1.9124975204467773,5,11120,0.39334398915711527,0.41863015797485403,0.3202140640292079,0.2152018023139725,0.19463589663313935,0.39334398915711527
17,attention,3,4.561758041381836,5,107552,0.48764027212193595,0.45265028495943077,0.43592388752495187,0.45265028495943077,0.40831190540526674,0.48764027212193595
17,interest,3,4.543785095214844,5,107552,0.5665937725346513,0.510679108545328,0.4798976257932173,0.4817203476659806,0.4539996556117119,0.5665937725346513
17,effort,3,4.799957752227783,5,107552,0.5601592290513272,0.45511016811126526,0.42336588048530255,0.35509354998769127,0.3458850573098059,0.5601592290513272
18,attention,5,12.380001544952393,5,177374,0.20525920121574087,0.1941892757851547,0.16250688266501445,0.1431399198485791,0.11642965145446782,0.20525920121574087
18,interest,5,11.316500425338745,5,177374,0.21789777982529518,0.18768932039654793,0.14083237747911664,0.1294680098505302,0.1252346563761709,0.21789777982529518
18,effort,3,7.264904260635376,5,177374,0.44104860720928407,0.31949028681948227,0.31791142256226207,0.2716255593308831,0.2508044777418636,0.44104860720928407
19,attention,4,3.5604708194732666,5,48850,0.3740156366276251,0.27005196421524674,0.24821624048934962,0.17091345859881227,0.16455555320696522,0.3740156366276251
19,interest,5,4.331276178359985,5,48850,0.3179027167451931,0.2250014855811963,0.18322323152749545,0.14419136923059198,0.14152120151895559,0.3179027167451931
19,effort,3,2.833876609802246,5,48850,0.3666365281230651,0.29699727888515914,0.2836440198811658,0.2676532579572818,0.2486218813621753,0.3666365281230651
20,attention,5,9.641201496124268,5,142794,0.284900441575845,0.2004500894083785,0.1716270554148661,0.16036007152670276,0.15456832440938034,0.284900441575845
20,interest,5,9.69241452217102,5,142794,0.25879573310522697,0.22927416192190786,0.2358712441991416,0.17548258558324784,0.1755391820697146,0.25879573310522697
20,effort,5,9.876760482788086,5,142794,0.18213237349593797,0.1802001327893444,0.1721556022742253,0.17688330583398476,0.1454842605601287,0.18213237349593797
22,attention,4,7.539663076400757,5,138960,0.34090393165325195,0.2803468588162614,0.2588488479179215,0.23801233053834414,0.22236634316649156,0.34090393165325195
22,interest,5,8.72380805015564,5,138960,0.2964661519504917,0.1961983055330528,0.16568110852890455,0.16859408073954185,0.1531559757176681,0.2964661519504917
22,effort,4,7.223753452301025,5,138960,0.29333659433744275,0.25878574597592024,0.18442287819865788,0.21397794470493095,0.1871145524261799,0.29333659433744275
23,attention,5,13.970210552215576,5,236532,0.36426042680885834,0.30683823744897215,0.23730624190241006,0.259019743811339,0.22794401636244724,0.36426042680885834
23,interest,5,13.9439058303833,5,236532,0.26509485945299993,0.22986796332661658,0.20488586533592792,0.192580980370178,0.15925275771204853,0.26509485945299993
