,C1,C2,C3,C4,C5,C6,C7,C8,Timestamp,effort
3759,173149.890625,-16418.744140625,201612.546875,188581.4375,180491.75,157762.96875,173546.046875,205149.0,1152684.92118478,2.0
3760,173135.78125,-16373.111328125,201645.15625,188615.578125,180470.203125,157757.109375,173524.6875,205127.03125,1152701.92318478,2.0
3761,173112.21875,-16349.0791015625,201656.65625,188629.03125,180444.21875,157738.234375,173499.3125,205100.515625,1152712.92518478,2.0
3762,173103.875,-16340.3046875,201659.328125,188633.171875,180439.546875,157729.40625,173494.890625,205093.9375,1152728.92718478,2.0
3763,173108.546875,-16356.3271484375,201649.828125,188624.59375,180458.375,157732.546875,173510.375,205110.140625,1152742.92918478,2.0
3764,173122.71875,-16395.76171875,201622.796875,188599.984375,180490.1875,157743.765625,173536.21875,205138.890625,1152755.93118478,2.0
3765,173135.6875,-16445.78125,201586.796875,188564.171875,180516.546875,157751.296875,173559.640625,205164.40625,1152772.93318478,2.0
3766,173149.703125,-16473.009765625,201568.90625,188544.625,180533.09375,157761.59375,173577.234375,205181.765625,1152783.93518478,2.0
3767,173154.328125,-16480.685546875,201564.140625,188538.859375,180530.65625,157764.546875,173579.28125,205182.578125,1152795.93718478,2.0
3768,173153.65625,-16457.98828125,201583.640625,188556.359375,180516.3125,157765.546875,173566.640625,205168.984375,1152809.93918478,2.0
3769,173139.734375,-16417.791015625,201616.359375,188587.3125,180491.09375,157760.828125,173542.421875,205142.953125,1152820.94118478,2.0
3770,173114.515625,-16377.5458984375,201641.671875,188612.625,180456.65625,157743.328125,173508.421875,205105.609375,1152831.94318478,2.0
3771,173102.15625,-16341.353515625,201665.1875,188637.1875,180441.921875,157733.125,173489.78125,205085.6875,1152846.94518478,2.0
3772,173094.671875,-16339.16015625,201662.796875,188637.28125,180441.734375,157724.453125,173483.921875,205081.71875,1152864.94718478,2.0
3773,173107.5,-16358.185546875,201651.40625,188625.984375,180466.484375,157730.546875,173507.375,205107.1875,1152879.94918478,2.0
3774,173120.703125,-16400.529296875,201622.3125,188597.609375,180489.03125,157737.5625,173530.3125,205131.75,1152888.95118478,2.0
3775,173141.015625,-16442.109375,201593.1875,188569.65625,180515.9375,157749.140625,173556.875,205159.640625,1152902.95318478,2.0
3776,173150.125,-16469.671875,201574.78125,188549.5,180526.5625,157755.828125,173572.03125,205174.859375,1152923.95518478,2.0
3777,173155.140625,-16473.580078125,201573.53125,188546.109375,180520.125,157759.296875,173573.140625,205174.859375,1152938.95718478,2.0
3778,173156.5625,-16455.365234375,201589.28125,188560.65625,180506.0625,157759.734375,173561.109375,205163.3125,1152950.95918478,2.0
3779,173146.703125,-16415.216796875,201620.84375,188592.125,180483.078125,157756.0625,173536.609375,205139.5625,1152966.96118478,2.0
3780,173128.578125,-16375.4482421875,201647.6875,188618.15625,180453.515625,157741.609375,173503.140625,205107.46875,1152978.96318478,2.0
3781,173112.453125,-16342.9267578125,201668.09375,188639.234375,180433.53125,157727.640625,173482.25,205085.546875,1152989.96518478,2.0
3782,173099.59375,-16337.0615234375,201667.71875,188641.046875,180427.375,157715.140625,173473.8125,205078.0,1153003.96718478,2.0
3783,173104.59375,-16362.2392578125,201649.359375,188623.640625,180440.96875,157713.578125,173488.34375,205093.265625,1153016.96918478,2.0
3784,173124.953125,-16401.005859375,201623.421875,188599.46875,180477.21875,157727.0625,173522.109375,205127.453125,1153032.97118478,2.0
3785,173141.6875,-16437.103515625,201598.328125,188575.765625,180505.78125,157741.46875,173549.671875,205156.546875,1153051.97318478,2.0
3786,173151.171875,-16462.66015625,201583.84375,188558.796875,180516.453125,157749.8125,173564.40625,205170.21875,1153068.97518478,2.0
3787,173152.9375,-16467.953125,201581.359375,188554.984375,180513.921875,157753.15625,173564.640625,205168.84375,1153085.97718478,2.0
3788,173143.78125,-16453.41015625,201593.234375,188564.75,180497.953125,157749.296875,173548.4375,205150.671875,1153110.97918478,2.0
3789,173133.78125,-16413.880859375,201622.890625,188594.40625,180481.40625,157748.140625,173528.5,205128.6875,1153125.98118478,2.0
3790,173119.84375,-16359.1396484375,201663.796875,188636.890625,180461.375,157746.375,173505.375,205103.703125,1153139.98318478,2.0
3791,173095.578125,-16328.669921875,201678.203125,188653.734375,180430.90625,157727.3125,173476.671875,205074.375,1153149.98518478,2.0
3792,173083.75,-16328.001953125,201673.109375,188650.828125,180421.140625,157712.0,173468.1875,205066.140625,1153172.98718478,2.0
3793,173085.75,-16350.080078125,201655.3125,188636.375,180436.4375,157711.234375,173486.15625,205083.921875,1153193.98918478,2.0
3794,173102.921875,-16383.697265625,201634.28125,188616.25,180471.96875,157727.3125,173523.203125,205117.109375,1153213.99118478,2.0
3795,173124.375,-16419.74609375,201609.828125,188592.640625,180503.8125,157743.421875,173555.109375,205149.71875,1153226.99318478,2.0
3796,173142.171875,-16442.25390625,201595.765625,188577.859375,180521.65625,157755.734375,173566.984375,205163.78125,1153242.99518478,2.0
3797,173142.6875,-16454.5546875,201587.703125,188567.1875,180517.5,157755.203125,173558.0625,205156.15625,1153253.99718478,2.0
3798,173133.921875,-16448.83203125,201591.890625,188570.140625,180498.53125,157747.765625,173538.609375,205136.1875,1153263.99918478,2.0
3799,173117.703125,-16417.6484375,201613.921875,188593.546875,180473.390625,157737.9375,173513.046875,205110.0,1153280.00118478,2.0
3800,173101.296875,-16375.06640625,201643.203125,188623.40625,180445.171875,157725.828125,173485.4375,205081.578125,1153291.00318478,2.0
3801,173093.484375,-16332.4365234375,201672.09375,188653.640625,180436.015625,157722.921875,173475.375,205069.46875,1153306.00518478,2.0
3802,173078.515625,-16321.2314453125,201675.578125,188659.640625,180429.234375,157712.859375,173466.9375,205061.40625,1153317.00718478,2.0
3803,173076.265625,-16345.693359375,201655.453125,188639.953125,180435.78125,157707.421875,173473.46875,205068.609375,1153327.00918478,2.0
3804,173085.859375,-16391.564453125,201622.703125,188607.625,180457.234375,157710.515625,173498.078125,205095.03125,1153342.01118478,2.0
3805,173107.78125,-16432.095703125,201596.1875,188581.15625,180486.84375,157723.734375,173531.171875,205128.640625,1153352.01318478,2.0
3806,173125.234375,-16454.173828125,201581.828125,188567.0,180501.484375,157735.515625,173550.34375,205145.8125,1153369.01518478,2.0
3807,173132.15625,-16458.560546875,201580.078125,188564.9375,180497.375,157739.703125,173550.34375,205144.953125,1153381.01718478,2.0
3808,173120.8125,-16442.919921875,201593.0,188576.90625,180477.59375,157735.359375,173530.125,205123.015625,1153391.01918478,2.0
3809,173105.3125,-16408.25390625,201616.59375,188601.1875,180452.5625,157727.875,173503.796875,205094.21875,1153404.02118478,2.0
3810,173088.375,-16360.80859375,201650.828125,188636.28125,180427.578125,157719.296875,173477.859375,205067.09375,1153422.02318478,2.0
3811,173069.5,-16326.6201171875,201670.625,188656.359375,180405.78125,157703.375,173453.546875,205043.71875,1153440.02518478,2.0
3812,173058.8125,-16320.181640625,201670.140625,188657.453125,180400.671875,157691.828125,173446.484375,205036.09375,1153456.02718478,2.0
3813,173065.0625,-16341.1630859375,201654.125,188644.71875,180415.125,157690.59375,173461.640625,205052.203125,1153469.02918478,2.0
3814,173086.953125,-16378.212890625,201629.328125,188621.203125,180447.734375,157701.890625,173494.984375,205086.453125,1153481.03118478,2.0
3815,173104.0625,-16421.55859375,201599.046875,188590.546875,180478.0625,157714.0,173523.34375,205114.0625,1153494.03318478,2.0
3816,173120.375,-16448.30859375,201581.40625,188572.09375,180503.34375,157728.40625,173545.09375,205133.609375,1153511.03518478,2.0
3817,173123.046875,-16459.275390625,201574.296875,188563.171875,180508.15625,157735.984375,173547.578125,205134.375,1153523.03718478,2.0
3818,173122.859375,-16439.630859375,201590.46875,188578.4375,180503.25,157745.1875,173542.5625,205127.6875,1153539.03918478,2.0
3819,173110.84375,-16404.630859375,201615.125,188604.609375,180478.6875,157741.046875,173521.296875,205105.46875,1153551.04118478,2.0
3820,173094.0,-16362.7158203125,201645.6875,188634.375,180447.546875,157728.015625,173497.21875,205079.90625,1153568.04318478,2.0
3821,173069.546875,-16335.583984375,201658.9375,188647.8125,180414.65625,157704.328125,173466.125,205047.296875,1153578.04518478,2.0
3822,173058.671875,-16323.51953125,201662.421875,188654.34375,180409.984375,157694.3125,173458.125,205039.953125,1153589.04718478,2.0
3823,173056.1875,-16343.9287109375,201646.015625,188639.90625,180419.515625,157690.5,173466.421875,205048.25,1153605.04918478,2.0
3824,173072.078125,-16383.8876953125,201618.640625,188612.25,180450.609375,157699.75,173496.21875,205080.578125,1153619.05118478,2.0
3825,173095.296875,-16417.982421875,201596.0,188590.640625,180481.125,157716.953125,173529.546875,205113.8125,1153630.05318478,2.0
3826,173103.0625,-16449.73828125,201571.78125,188566.375,180486.46875,157719.53125,173539.84375,205123.203125,1153645.05518478,2.0
3827,173105.875,-16460.32421875,201565.234375,188558.546875,180485.5625,157721.34375,173538.703125,205121.734375,1153655.05718478,2.0
3828,173100.296875,-16448.880859375,201573.25,188566.65625,180469.8125,157717.53125,173520.53125,205106.515625,1153671.05918478,2.0
3829,173089.71875,-16411.734375,201600.046875,188592.640625,180449.3125,157713.390625,173500.75,205085.4375,1153687.06118478,2.0
3830,173071.546875,-16371.2041015625,201626.65625,188619.875,180423.46875,157701.46875,173474.953125,205057.84375,1153697.06318478,2.0
3831,173047.84375,-16341.544921875,201642.015625,188635.9375,180402.390625,157684.625,173450.78125,205034.703125,1153715.06518478,2.0
3832,173045.171875,-16327.7158203125,201649.265625,188645.28125,180404.546875,157681.8125,173450.15625,205035.375,1153733.06718478,2.0
3833,173051.90625,-16343.166015625,201636.8125,188634.609375,180417.65625,157684.34375,173467.328125,205050.875,1153749.06918478,2.0
3834,173070.453125,-16387.03515625,201604.0625,188603.8125,180448.453125,157693.3125,173497.609375,205082.015625,1153763.07118478,2.0
3835,173098.734375,-16426.66015625,201579.875,188579.0625,180482.078125,157711.484375,173530.546875,205118.109375,1153778.07318478,2.0
3836,173115.171875,-16449.26171875,201566.0,188564.46875,180498.046875,157725.3125,173546.28125,205138.375,1153789.07518478,2.0
3837,173115.703125,-16456.65234375,201561.515625,188558.640625,180495.71875,157729.453125,173545.421875,205137.234375,1153802.07718478,2.0
3838,173107.3125,-16443.396484375,201571.578125,188567.65625,180481.546875,157727.5,173531.171875,205121.15625,1153814.07918478,2.0
3839,173095.109375,-16405.48828125,201600.1875,188596.03125,180458.953125,157724.828125,173511.328125,205098.3125,1153824.08118478,2.0
3840,173075.171875,-16363.9560546875,201627.84375,188625.6875,180431.765625,157711.09375,173486.921875,205070.65625,1153836.08318478,2.0
3841,173069.0625,-16319.466796875,201659.171875,188657.828125,180422.46875,157709.90625,173480.0,205062.21875,1153848.08518478,2.0
3842,173060.8125,-16308.166015625,201663.0,188664.40625,180418.171875,157701.421875,173474.375,205056.875,1153859.08718478,2.0
3843,173064.640625,-16335.203125,201639.625,188642.375,180428.8125,157693.921875,173482.484375,205067.375,1153871.08918478,2.0
3844,173082.890625,-16376.8779296875,201612.0625,188614.4375,180455.46875,157700.84375,173507.46875,205095.890625,1153882.09118478,2.0
3845,173094.34375,-16424.037109375,201580.734375,188581.671875,180474.203125,157707.859375,173526.828125,205115.96875,1153895.09318478,2.0
3846,173109.84375,-16449.26171875,201562.328125,188563.078125,180489.515625,157717.15625,173544.234375,205130.546875,1153910.09518478,2.0
3847,173113.171875,-16461.66015625,201554.609375,188554.125,180489.65625,157719.71875,173544.5625,205128.890625,1153921.09718478,2.0
3848,173106.6875,-16450.501953125,201563.578125,188562.5625,180477.109375,157719.203125,173531.21875,205114.8125,1153939.09918478,2.0
3849,173099.34375,-16412.068359375,201594.90625,188592.796875,180458.953125,157718.53125,173510.71875,205092.171875,1153950.10118478,2.0
3850,173083.234375,-16361.7626953125,201630.515625,188627.6875,180433.4375,157713.140625,173485.203125,205065.171875,1153965.10318478,2.0
3851,173063.53125,-16326.71484375,201649.96875,188648.71875,180409.6875,157697.984375,173461.5,205037.421875,1153978.10518478,2.0
3852,173053.421875,-16317.0830078125,201652.9375,188653.25,180404.640625,157688.203125,173453.546875,205028.9375,1153988.10718478,2.0
3853,173057.953125,-16336.6328125,201637.90625,188640.28125,180424.953125,157689.109375,173469.703125,205045.53125,1153998.10918478,2.0
3854,173069.78125,-16379.7392578125,201608.109375,188611.671875,180456.46875,157697.796875,173497.3125,205074.8125,1154012.11118478,2.0
3855,173089.578125,-16422.369140625,201578.6875,188582.78125,180485.9375,157711.140625,173525.015625,205105.421875,1154023.11318478,2.0
3856,173110.546875,-16443.96875,201568.25,188571.28125,180506.921875,157728.734375,173548.484375,205128.890625,1154034.11518478,2.0
3857,173110.703125,-16451.408203125,201562.859375,188563.5625,180506.15625,157735.3125,173551.296875,205129.3125,1154050.11718478,2.0
3858,173102.921875,-16442.5859375,201568.578125,188568.65625,180486.890625,157728.015625,173536.609375,205114.25,1154054.11918478,2.0
3859,173087.234375,-16411.92578125,201590.5625,188590.453125,180460.609375,157718.484375,173513.90625,205091.265625,1154058.12118478,2.0
3860,173064.203125,-16372.6337890625,201615.875,188615.828125,180433.203125,157704.890625,173486.6875,205061.40625,1154063.12318478,2.0
3861,173049.609375,-16331.865234375,201642.734375,188645.4375,180415.03125,157695.84375,173467.421875,205040.390625,1154070.12518478,2.0
3862,173040.703125,-16315.7001953125,201651.984375,188656.25,180409.921875,157689.875,173460.40625,205034.328125,1154075.12718478,2.0
3863,173046.46875,-16332.8193359375,201637.953125,188643.140625,180426.421875,157691.453125,173474.90625,205050.734375,1154081.12918478,2.0
3864,173064.921875,-16370.392578125,201611.0625,188618.390625,180458.046875,157702.515625,173506.09375,205083.015625,1154086.13118478,2.0
3865,173078.265625,-16415.55078125,201581.171875,188587.109375,180477.359375,157710.046875,173528.6875,205105.609375,1154092.13318478,2.0
3866,173089.375,-16445.494140625,201561.671875,188565.75,180490.1875,157715.765625,173541.234375,205119.390625,1154097.13518478,2.0
3867,173091.953125,-16462.375,201547.9375,188550.921875,180492.140625,157716.0,173540.84375,205118.828125,1154107.13718478,2.0
3868,173089.0,-16449.73828125,201558.1875,188560.40625,180477.546875,157714.4375,173527.0625,205104.328125,1154113.13918478,2.0
3869,173075.5,-16417.265625,201581.78125,188585.203125,180444.6875,157703.421875,173500.46875,205077.25,1154117.14118478,2.0
3870,173062.15625,-16367.771484375,201616.59375,188620.640625,180418.9375,157694.984375,173474.09375,205051.96875,1154124.14318478,2.0
3871,173042.359375,-16333.486328125,201638.0,188641.046875,180397.390625,157678.71875,173446.25,205024.453125,1154132.14518478,2.0
3872,173031.546875,-16322.470703125,201641.625,188646.25,180394.0,157669.75,173441.671875,205018.6875,1154140.14718478,2.0
3873,173035.828125,-16335.44140625,201630.09375,188636.234375,180412.59375,157673.1875,173459.265625,205035.28125,1154148.14918478,2.0
3874,173044.46875,-16377.7373046875,201598.140625,188605.859375,180436.4375,157680.25,173480.859375,205059.984375,1154161.15118478,2.0
3875,173066.203125,-16415.359375,201574.78125,188583.6875,180464.859375,157693.21875,173509.421875,205089.96875,1154171.15318478,2.0
3876,173080.21875,-16441.87109375,201556.03125,188564.9375,180473.015625,157699.03125,173521.640625,205103.140625,1154175.15518478,2.0
3877,173087.328125,-16452.265625,201550.171875,188556.3125,180471.484375,157701.125,173523.34375,205104.65625,1154180.15718478,2.0
3878,173082.796875,-16441.6796875,201559.046875,188562.125,180458.703125,157697.59375,173509.953125,205089.78125,1154185.15918478,2.0
3879,173071.125,-16407.5390625,201583.078125,188587.15625,180438.78125,157693.828125,173488.203125,205066.328125,1154190.16118478,2.0
3880,173050.46875,-16368.248046875,201608.921875,188614.296875,180407.5,157679.0,173455.40625,205031.9375,1154195.1631883,2.0
3881,173026.390625,-16335.8701171875,201626.703125,188633.65625,180380.171875,157660.40625,173426.796875,205003.859375,1154202.1651883002,2.0
3882,173012.46875,-16324.4736328125,201629.0,188637.1875,180368.546875,157647.015625,173416.109375,204992.796875,1154207.1671883,2.0
3883,173015.5625,-16342.5458984375,201612.109375,188623.015625,180381.125,157645.390625,173426.359375,205001.65625,1154212.1691883001,2.0
3884,173031.296875,-16377.9267578125,201588.796875,188602.5625,180407.265625,157655.203125,173455.640625,205030.515625,1154217.1711883002,2.0
3885,173051.90625,-16416.7890625,201565.0,188577.484375,180437.0625,157669.28125,173486.0625,205062.359375,1154222.1731883,2.0
3886,173068.359375,-16447.021484375,201543.3125,188553.171875,180459.1875,157678.90625,173501.46875,205080.109375,1154233.1751883002,2.0
3887,173069.0625,-16464.521484375,201529.671875,188538.765625,180456.796875,157678.4375,173496.3125,205076.140625,1154238.1771883,2.0
3888,173060.0625,-16451.7890625,201539.4375,188547.109375,180435.71875,157675.46875,173480.578125,205059.3125,1154243.1791883002,2.0
3889,173047.28125,-16413.9765625,201568.53125,188574.140625,180410.6875,157669.75,173457.59375,205033.953125,1154248.1811883,2.0
3890,173027.484375,-16368.3427734375,201599.578125,188608.4375,180380.359375,157656.59375,173427.984375,205003.0,1154252.1831883,2.0
3891,173010.609375,-16329.337890625,201623.46875,188633.84375,180356.46875,157642.28125,173404.46875,204977.78125,1154258.1851883002,2.0
3892,172999.0625,-16319.5146484375,201626.65625,188637.703125,180345.40625,157628.21875,173392.84375,204966.140625,1154266.1871883,2.0
3893,173001.984375,-16335.25,201612.40625,188624.453125,180362.578125,157628.03125,173406.28125,204981.546875,1154272.1891883002,2.0
3894,173013.421875,-16374.828125,201582.984375,188598.078125,180390.28125,157634.890625,173434.234375,205009.578125,1154276.1911883,2.0
3895,173038.546875,-16411.734375,201559.703125,188575.390625,180426.515625,157652.109375,173467.234375,205043.765625,1154283.1931883001,2.0
3896,173054.28125,-16435.43359375,201543.453125,188558.84375,180446.3125,157664.9375,173486.6875,205063.3125,1154289.1951883002,2.0
3897,173059.203125,-16452.88671875,201531.671875,188544.4375,180447.21875,157667.5625,173487.828125,205063.3125,1154295.1971883,2.0
3898,173059.15625,-16436.388671875,201546.9375,188557.84375,180437.640625,157671.421875,173478.4375,205053.109375,1154304.1991883002,2.0
3899,173041.84375,-16400.291015625,201572.34375,188583.734375,180408.78125,157663.078125,173450.78125,205023.125,1154309.2011883,2.0
3900,173017.671875,-16360.0458984375,201597.421875,188610.09375,180375.984375,157647.203125,173416.921875,204986.78125,1154313.2031883001,2.0
3901,172990.484375,-16333.6767578125,201608.390625,188623.5,180344.03125,157623.921875,173385.6875,204956.21875,1154318.2051883002,2.0
3902,172982.46875,-16321.2314453125,201612.828125,188629.40625,180339.171875,157613.015625,173380.0625,204951.734375,1154323.2071883,2.0
3903,172996.96875,-16327.0009765625,201610.296875,188628.265625,180363.34375,157623.453125,173405.8125,204978.921875,1154329.2091883002,2.0
3904,173008.40625,-16367.0546875,201581.546875,188600.890625,180391.1875,157631.5625,173434.703125,205008.625,1154340.2111883,2.0
3905,173021.4375,-16409.494140625,201551.359375,188571.46875,180416.515625,157642.484375,173460.890625,205034.09375,1154351.2131883001,2.0
3906,173034.015625,-16435.1484375,201532.765625,188552.921875,180431.296875,157651.59375,173475.328125,205048.4375,1154358.2151883002,2.0
3907,173040.796875,-16445.54296875,201526.71875,188545.296875,180431.859375,157657.265625,173474.5625,205050.390625,1154369.2171883,2.0
3908,173031.78125,-16438.580078125,201532.4375,188550.0625,180418.328125,157652.59375,173459.265625,205034.796875,1154374.2191883002,2.0
3909,173015.328125,-16409.685546875,201551.46875,188568.328125,180395.625,157644.90625,173438.71875,205012.015625,1154379.2211883,2.0
3910,172998.453125,-16366.5791015625,201579.21875,188597.65625,180367.484375,157634.5625,173411.296875,204985.0625,1154384.2231883002,2.0
3911,172982.90625,-16325.904296875,201605.15625,188624.359375,180345.75,157623.734375,173388.59375,204961.234375,1154390.2251883002,2.0
3912,172969.640625,-16309.3583984375,201614.171875,188635.84375,180338.453125,157615.34375,173378.671875,204952.265625,1154395.2271883,2.0
3913,172969.3125,-16324.5693359375,201600.90625,188624.0625,180346.84375,157611.765625,173389.40625,204963.28125,1154399.2291883002,2.0
3914,172984.375,-16362.763671875,201572.484375,188597.515625,180369.34375,157615.15625,173417.0625,204992.84375,1154411.2311883,2.0
3915,173009.3125,-16400.529296875,201547.359375,188571.671875,180401.296875,157629.3125,173450.203125,205030.609375,1154416.2331883002,2.0
3916,173025.25,-16425.419921875,201528.953125,188553.453125,180419.078125,157641.0,173467.75,205047.671875,1154420.2351883,2.0
3917,173027.78125,-16440.583984375,201517.75,188540.8125,180419.421875,157643.09375,173467.078125,205045.859375,1154425.2371883001,2.0
3918,173029.734375,-16431.046875,201526.1875,188547.6875,180415.5625,157646.15625,173460.453125,205038.09375,1154430.2391883002,2.0
3919,173019.1875,-16394.712890625,201552.75,188575.234375,180395.8125,157643.765625,173439.765625,205014.640625,1154440.2411883,2.0
3920,172990.625,-16361.0947265625,201572.015625,188595.171875,180355.046875,157621.875,173401.234375,204976.53125,1154446.2431883002,2.0
3921,172974.65625,-16322.1845703125,201596.46875,188617.921875,180333.0625,157607.953125,173381.4375,204956.453125,1154452.2451883,2.0
3922,172970.125,-16305.0185546875,201606.4375,188630.453125,180333.921875,157603.953125,173380.875,204957.078125,1154458.2471883001,2.0
3923,172972.703125,-16317.7978515625,201594.234375,188622.59375,180347.5625,157604.1875,173394.359375,204970.34375,1154462.2491883002,2.0
3924,172980.703125,-16354.3720703125,201566.0,188595.984375,180373.96875,157611.71875,173418.015625,204995.125,1154470.2511883,2.0
3925,172998.828125,-16397.66796875,201537.203125,188565.703125,180403.15625,157626.453125,173449.53125,205027.890625,1154476.2531883002,2.0
3926,173018.515625,-16426.421875,201519.03125,188545.296875,180423.234375,157638.375,173471.46875,205047.828125,1154481.2551883,2.0
3927,173029.6875,-16434.337890625,201513.9375,188541.046875,180432.96875,157648.390625,173480.765625,205055.171875,1154486.2571883001,2.0
3928,173026.765625,-16423.513671875,201522.28125,188547.59375,180422.1875,157649.109375,173466.609375,205039.953125,1154490.2591883002,2.0
3929,173014.234375,-16394.330078125,201543.96875,188567.46875,180397.671875,157642.53125,173441.71875,205013.25,1154494.2611883,2.0
3930,172993.25,-16351.0810546875,201572.15625,188596.078125,180360.578125,157629.46875,173410.15625,204978.484375,1154503.2631883002,2.0
3931,172967.640625,-16320.0390625,201588.65625,188615.0625,180329.25,157610.15625,173377.96875,204945.875,1154507.2651883,2.0
3932,172956.828125,-16308.9765625,201590.703125,188619.78125,180319.65625,157596.421875,173367.90625,204935.1875,1154514.2671883001,2.0
3933,172960.484375,-16324.998046875,201575.34375,188605.765625,180336.640625,157594.515625,173383.40625,204951.265625,1154522.2691883002,2.0
3934,172975.75,-16364.3369140625,201547.59375,188577.8125,180366.578125,157603.5625,173413.828125,204981.5,1154528.2711883,2.0
3935,173006.75,-16400.91015625,201525.515625,188553.96875,180405.109375,157622.015625,173452.59375,205021.40625,1154538.2731883002,2.0
3936,173024.859375,-16429.998046875,201507.59375,188533.0,180421.421875,157634.1875,173469.703125,205040.046875,1154551.2751883,2.0
3937,173027.625,-16440.96484375,201500.296875,188523.796875,180418.890625,157638.28125,173469.609375,205038.53125,1154567.2771883002,2.0
3938,173016.765625,-16434.48046875,201504.296875,188526.65625,180400.671875,157631.890625,173449.6875,205016.15625,1154577.2791883,2.0
3939,173005.984375,-16405.91796875,201524.421875,188547.0625,180381.5625,157626.9375,173427.609375,204992.125,1154583.2811883,2.0
3940,172988.8125,-16366.0537109375,201551.359375,188574.0,180352.375,157614.4375,173399.140625,204961.421875,1154588.2831883002,2.0
3941,172977.65625,-16326.0947265625,201577.875,188599.984375,180331.4375,157601.75,173380.296875,204941.34375,1154592.2851883,2.0
3942,172970.359375,-16304.494140625,201590.515625,188613.765625,180320.46875,157592.265625,173373.4375,204934.8125,1154600.2871883002,2.0
3943,172970.125,-16314.0791015625,201581.3125,188606.046875,180329.875,157590.359375,173382.78125,204945.5,1154605.2891883,2.0
3944,172978.375,-16358.4248046875,201547.84375,188572.71875,180355.46875,157591.796875,173400.90625,204965.1875,1154609.2911883001,2.0
3945,173000.40625,-16403.533203125,201516.75,188541.484375,180391.515625,157606.28125,173434.328125,204999.515625,1154613.2931883002,2.0
3946,173023.046875,-16428.328125,201502.390625,188524.703125,180414.9375,157621.546875,173459.265625,205023.84375,1154617.2951883,2.0
3947,173027.15625,-16440.96484375,201494.046875,188515.640625,180417.890625,157628.125,173461.40625,205025.078125,1154621.2971883002,2.0
3948,173022.34375,-16439.296875,201495.390625,188515.15625,180409.78125,157627.265625,173450.0625,205013.34375,1154625.2991883,2.0
3949,173020.140625,-16404.248046875,201524.09375,188541.25,180401.390625,157631.46875,173440.1875,205001.328125,1154630.3011883001,2.0
3950,173006.40625,-16351.3671875,201561.46875,188580.484375,180375.125,157627.65625,173418.640625,204979.59375,1154638.3031883002,2.0
3951,172975.515625,-16320.515625,201577.828125,188596.078125,180336.0625,157605.140625,173383.15625,204945.390625,1154642.3051883,2.0
3952,172960.34375,-16308.404296875,201582.359375,188601.890625,180327.8125,157593.125,173372.953125,204934.328125,1154647.3071883002,2.0
3953,172962.25,-16323.51953125,201569.484375,188590.59375,180339.9375,157591.125,173385.453125,204949.640625,1154653.3091883,2.0
3954,172978.5625,-16354.9443359375,201548.125,188570.515625,180366.484375,157602.5625,173414.203125,204981.59375,1154661.3111883001,2.0
3955,172990.484375,-16400.529296875,201516.078125,188538.765625,180391.375,157610.625,173435.796875,205005.34375,1154671.3131883002,2.0
3956,172998.203125,-16437.388671875,201490.140625,188510.96875,180405.921875,157615.390625,173449.484375,205020.359375,1154677.3151883,2.0
3957,173008.03125,-16448.451171875,201483.328125,188502.765625,180416.515625,157625.890625,173458.984375,205029.65625,1154683.3171883002,2.0
3958,173007.078125,-16432.62109375,201497.4375,188515.34375,180410.828125,157632.46875,173453.015625,205024.3125,1154687.3191883,2.0
3959,172992.4375,-16408.96875,201514.703125,188532.375,180385.5625,157623.125,173427.453125,205000.375,1154693.3211883001,2.0
3960,172977.515625,-16370.392578125,201539.921875,188557.796875,180361.90625,157613.71875,173406.578125,204978.875,1154702.3231883002,2.0
3961,172965.0625,-16329.1474609375,201568.671875,188587.15625,180344.796875,157607.484375,173391.5,204962.375,1154707.3251883,2.0
3962,172955.484375,-16308.166015625,201580.734375,188599.5625,180338.0625,157602.765625,173382.828125,204954.359375,1154712.3271883002,2.0
3963,172960.15625,-16316.0341796875,201572.578125,188593.125,180353.234375,157605.0,173395.171875,204966.28125,1154717.3291883,2.0
3964,172973.359375,-16352.177734375,201546.984375,188569.421875,180375.265625,157611.15625,173419.453125,204992.515625,1154721.3311883002,2.0
3965,172986.953125,-16403.009765625,201511.359375,188533.65625,180395.09375,157615.109375,173441.0,205018.5,1154728.3331883,2.0
3966,173006.890625,-16428.47265625,201496.046875,188517.875,180417.375,157628.171875,173464.890625,205042.765625,1154735.3351883,2.0
3967,173011.421875,-16440.107421875,201488.90625,188509.578125,180421.046875,157634.5625,173468.140625,205044.578125,1154742.3371883002,2.0
3968,173006.75,-16433.001953125,201494.71875,188513.390625,180410.359375,157633.328125,173457.59375,205032.09375,1154747.3391883,2.0
3969,173004.078125,-16398.62109375,201523.140625,188540.4375,180389.71875,157630.890625,173438.140625,205012.015625,1154751.3411883002,2.0
3970,172983.234375,-16362.1435546875,201547.3125,188563.078125,180349.796875,157610.625,173402.71875,204975.15625,1154757.3431883,2.0
3971,172962.015625,-16327.287109375,201566.4375,188583.921875,180322.578125,157592.171875,173375.390625,204945.59375,1154762.3451883001,2.0
3972,172952.484375,-16308.4521484375,201577.5,188596.078125,180319.5625,157586.359375,173369.859375,204939.765625,1154771.3471883002,2.0
3973,172955.4375,-16322.328125,201564.625,188584.875,180334.921875,157585.875,173381.25,204954.171875,1154779.3491883,2.0
3974,172979.515625,-16343.166015625,201552.84375,188574.1875,180374.640625,157606.953125,173416.875,204993.421875,1154784.3511883002,2.0
